network,state,site_name,description,start,end,latitude,longitude,elev,county,site_id
SNTL,MT,dupuyer creek ,Upper Dupuyer Creek (100302010501),1982-10-01,2023-05-07,48.06,-112.76,1753,Teton,458
SNTL,UT,lakefork basin ,Ottoson Creek-Lake Fork Creek (140600030601),1982-10-01,2023-05-07,40.74,-110.62,3318,Duchesne,513
SNTL,AK,atigun pass ,Chandalar Shelf (190802010102),1981-10-01,2023-05-07,68.13,-149.48,1463,North Slope,957
SNTL,AK,cooper lake ,Kenai Lake (190203021205),1981-10-01,2023-05-07,60.39,-149.69,366,Kenai Peninsula,959
SNTL,AK,fairbanks f.o. ,Chena River (190803060907),1981-10-01,2020-07-01,64.85,-147.8,137,Fairbanks North Star,1174
SNTL,AK,turnagain pass ,Granite Creek (190203020406),1981-10-01,2023-05-07,60.78,-149.18,573,Kenai Peninsula,954
SNTL,NV,hole-in-mountain ,Winchell Creek-The Slough (160600071602),1981-10-01,2023-05-07,40.94,-115.1,2488,Elko,527
SNTL,NV,jacks peak ,Upper Harrington Creek (170501050201),1981-10-01,2023-05-07,41.51,-116.01,2568,Elko,549
SNTL,WA,green lake ,Headwaters North Fork Ahtnum Creek (170300030101),1981-10-01,2023-05-07,46.55,-121.17,1804,Yakima,502
SNTL,AK,anchor river divide ,Headwaters Anchor River (190203010701),1980-10-01,2023-05-07,59.86,-151.32,504,Kenai Peninsula,1062
SNTL,AK,bettles field ,Jack White Creek-Koyukuk River (190901012604),1980-10-01,2023-05-07,66.92,-151.53,195,Yukon-koyukuk,1182
SNTL,AK,imnaviat creek ,Headwaters Toolik River (190604010702),1980-10-01,2023-05-07,68.62,-149.3,930,North Slope,968
SNTL,AK,little chena ridge ,190803060706-Little Chena River (190803060706),1980-10-01,2023-05-07,65.12,-146.73,610,Fairbanks North Star,947
SNTL,AK,mt. ryan ,Headwaters West Fork Chena River (190803060404),1980-10-01,2023-05-07,65.25,-146.15,853,Fairbanks North Star,948
SNTL,AK,teuchet creek ,Teuchet Creek (190803060301),1980-10-01,2023-05-07,64.95,-145.52,500,Fairbanks North Star,951
SNTL,CA,blue lakes ,Deer Creek (180400120101),1980-10-01,2023-05-07,38.61,-119.92,2459,Alpine,356
SNTL,CA,css lab ,Rattlesnake Creek-South Yuba River (180201250602),1980-10-01,2023-05-07,39.33,-120.37,2101,Nevada,428
SNTL,CA,echo peak ,Upper Truckee River-Frontal Lake Tahoe (160501010303),1980-10-01,2023-05-07,38.85,-120.08,2333,El Dorado,463
SNTL,CA,independence creek ,Independence Creek (160501020102),1980-10-01,2023-05-07,39.49,-120.28,1962,Sierra,540
SNTL,CA,leavitt meadows ,Leavitt Creek-West Walker River (160503020104),1980-10-01,2023-05-07,38.3,-119.55,2194,Mono,575
SNTL,CA,poison flat ,Bryant Creek-East Fork Carson River (160502010102),1980-10-01,2023-05-07,38.51,-119.63,2358,Alpine,697
SNTL,CA,rubicon #2 ,General Creek-Frontal Lake Tahoe (160501010402),1980-10-01,2023-05-07,39,-120.13,2322,El Dorado,724
SNTL,CA,tahoe city cross ,Burton Creek-Frontal Lake Tahoe (160501010101),1980-10-01,2023-05-07,39.17,-120.15,2072,Placer,809
SNTL,CA,truckee #2 ,Martis Creek (160501020204),1980-10-01,2023-05-07,39.3,-120.18,1984,Placer,834
SNTL,NV,berry creek ,Berry Creek (160600081301),1980-10-01,2023-05-07,39.32,-114.62,2858,White Pine,334
SNTL,NV,big creek sum ,Big Creek (160401070303),1980-10-01,2023-05-07,39.29,-117.12,2647,Lander,337
SNTL,NV,buckskin lower ,Cabin Creek-Martin Creek (160401090502),1980-10-01,2023-05-07,41.75,-117.53,2112,Humboldt,373
SNTL,NV,disaster peak ,Sage Creek (160402010201),1980-10-01,2023-05-07,41.97,-118.19,1908,Humboldt,445
SNTL,NV,fawn creek ,Fawn Creek-Owyhee River (170501040304),1980-10-01,2023-05-07,41.82,-116.1,2143,Elko,476
SNTL,NV,granite peak ,Indian Creek (160401090601),1980-10-01,2023-05-07,41.67,-117.57,2592,Humboldt,498
SNTL,NV,green mountain ,Corral Creek (160401030401),1980-10-01,2023-05-07,40.38,-115.53,2495,Elko,503
SNTL,NV,lamance creek ,Lamance Creek-Big Cottonwood Creek (160401090603),1980-10-01,2023-05-07,41.52,-117.63,1949,Humboldt,569
SNTL,NV,lamoille #3 ,Thomas Creek-Lamoille Creek (160401010607),1980-10-01,2023-05-07,40.64,-115.38,2454,Elko,570
SNTL,NV,mt rose ski area ,Hidden Valley-Steamboat Creek (160501020304),1980-10-01,2023-05-07,39.32,-119.89,2683,Washoe,652
SNTL,NV,taylor canyon ,Upper Taylors Canyon Creek (170501050105),1980-10-01,2023-05-07,41.23,-116.03,1928,Elko,811
SNTL,NV,ward mountain ,Holt Creek (150100110105),1980-10-01,2023-05-07,39.13,-114.96,2793,White Pine,849
SNTL,OR,aneroid lake #2 ,West Fork Wallowa River-Wallowa River (170601050101),1980-10-01,2023-05-07,45.21,-117.19,2256,Wallowa,302
SNTL,OR,railroad overpass ,Middle Salt Creek (170900010302),1980-10-01,2023-05-07,43.66,-122.21,817,Lane,710
SNTL,OR,schneider meadows ,Clear Creek (170502010603),1980-10-01,2023-05-07,45,-117.17,1646,Baker,736
SNTL,WA,june lake ,Swift Creek (170800020304),1980-10-01,2023-05-07,46.15,-122.15,1049,Skamania,553
SNTL,WA,potato hill ,Muddy Fork Cispus River (170800040303),1980-10-01,2023-05-07,46.35,-121.51,1375,Yakima,702
SNTL,WA,sheep canyon ,Headwaters South Fork Toutle River (170800050601),1980-10-01,2023-05-07,46.19,-122.25,1216,Cowlitz,748
SNTL,WA,spencer meadow ,Cussed Hollow-Lewis River (170800020108),1980-10-01,2023-05-07,46.18,-121.93,1036,Skamania,776
SNTL,WY,cold springs ,North Fork Bull Lake Creek (100800010702),1980-10-01,2023-05-07,43.28,-109.45,2935,Fremont,405
SNTL,WY,cottonwood creek ,Lower Crow Creek-Salt River (170401050102),1980-10-01,2023-05-07,42.65,-110.81,2338,Lincoln,419
SNTL,AK,monument creek ,Monument Creek (190803060402),1979-10-01,2023-05-07,65.08,-145.87,564,Fairbanks North Star,949
SNTL,AK,munson ridge ,Rock Creek-Chena River (190803060602),1979-10-01,2023-05-07,64.85,-146.21,945,Fairbanks North Star,950
SNTL,AZ,promontory ,Upper Willow Creek (150200080306),1979-10-01,2023-05-07,34.37,-111.01,2421,Coconino,705
SNTL,CA,dismal swamp ,Dismal Creek-Deep Creek (171200070304),1979-10-01,2023-05-07,41.99,-120.18,2243,Modoc,446
SNTL,CA,fallen leaf ,Fallen Leaf Lake-Frontal Lake Tahoe (160501010401),1979-10-01,2023-05-07,38.93,-120.05,1903,El Dorado,473
SNTL,CA,palisades tahoe ,Squaw Creek-Truckee River (160501020202),1979-10-01,2023-05-07,39.19,-120.27,2442,Placer,784
SNTL,CA,ward creek #3 ,Ward Creek-Frontal Lake Tahoe (160501010403),1979-10-01,2023-05-07,39.14,-120.22,2056,Placer,848
SNTL,CO,apishapa ,Middle Creek-Cucharas River (110200060406),1979-10-01,2023-05-07,37.33,-105.07,3056,Huerfano,303
SNTL,CO,bear lake ,Glacier Creek (101900060201),1979-10-01,2023-05-07,40.31,-105.65,2902,Larimer,322
SNTL,CO,beartown ,Bear Creek-Rio Grande (130100010104),1979-10-01,2023-05-07,37.71,-107.51,3536,San Juan,327
SNTL,CO,brumley ,North Fork Lake Creek (110200010101),1979-10-01,2023-05-07,39.09,-106.54,3229,Lake,369
SNTL,CO,butte ,Washington Gulch-Slate River (140200010206),1979-10-01,2023-05-07,38.89,-106.95,3109,Gunnison,380
SNTL,CO,copeland lake ,Headwaters North Saint Vrain Creek (101900050202),1979-10-01,2023-05-07,40.21,-105.57,2608,Boulder,412
SNTL,CO,cumbres trestle ,Wolf Creek (130201020203),1979-10-01,2023-05-07,37.02,-106.45,3059,Conejos,431
SNTL,CO,dry lake ,City of Steamboat Springs-Yampa River (140500010409),1979-10-01,2023-05-07,40.53,-106.78,2521,Routt,457
SNTL,CO,fremont pass ,Upper Tenmile Creek (140100020301),1979-10-01,2023-05-07,39.38,-106.2,3452,Summit,485
SNTL,CO,grizzly peak ,North Fork Snake River (140100020201),1979-10-01,2023-05-07,39.65,-105.87,3395,Summit,505
SNTL,CO,hoosier pass ,Headwaters Middle Fork South Platte River (101900010102),1979-10-01,2023-05-07,39.36,-106.06,3539,Summit,531
SNTL,CO,idarado ,Red Mountain Creek (140200060201),1979-10-01,2023-05-07,37.93,-107.68,2991,Ouray,538
SNTL,CO,independence pass ,Lincoln Creek (140100040101),1979-10-01,2023-05-07,39.08,-106.61,3230,Pitkin,542
SNTL,CO,kiln ,Deeds Creek-Fryingpan River (140100040504),1979-10-01,2023-05-07,39.32,-106.62,2933,Pitkin,556
SNTL,CO,lily pond ,Headwaters Alamosa River (130100020302),1979-10-01,2023-05-07,37.38,-106.55,3374,Conejos,580
SNTL,CO,lizard head pass ,Headwaters Dolores River (140300020201),1979-10-01,2023-05-07,37.8,-107.92,3107,Dolores,586
SNTL,CO,lone cone ,Headwaters Beaver Creek (140300030302),1979-10-01,2023-05-07,37.89,-108.2,2973,San Miguel,589
SNTL,CO,lynx pass ,Headwaters Rock Creek (140100011001),1979-10-01,2023-05-07,40.08,-106.67,2719,Routt,607
SNTL,CO,mc clure pass ,Lee Creek (140200040203),1979-10-01,2023-05-07,39.13,-107.29,2674,Gunnison,618
SNTL,CO,middle creek ,Headwaters Red Mountain Creek (130100010501),1979-10-01,2023-05-07,37.62,-107.04,3435,Mineral,624
SNTL,CO,niwot ,North Boulder Creek (101900050401),1979-10-01,2023-05-07,40.04,-105.55,3042,Boulder,663
SNTL,CO,park cone ,Taylor Park Reservoir (140200010107),1979-10-01,2023-05-07,38.82,-106.59,2932,Gunnison,680
SNTL,CO,phantom valley ,Headwaters Colorado River (140100010302),1979-10-01,2023-05-07,40.4,-105.85,2757,Grand,688
SNTL,CO,red mountain pass ,Mineral Creek (140801040103),1979-10-01,2023-05-07,37.89,-107.71,3377,San Juan,713
SNTL,CO,roach ,Laramie River-Stuck Creek (101800100106),1979-10-01,2023-05-07,40.87,-106.05,2969,Larimer,718
SNTL,CO,slumgullion ,Headwaters Cebolla Creek (140200020502),1979-10-01,2023-05-07,37.99,-107.2,3523,Hinsdale,762
SNTL,CO,summit ranch ,Rock Creek-Blue River (140100020502),1979-10-01,2023-05-07,39.72,-106.16,2856,Summit,802
SNTL,CO,whiskey ck ,North Fork Purgatoire River (110200100102),1979-10-01,2023-05-07,37.21,-105.12,3136,Las Animas,857
SNTL,CO,willow park ,Fall River (101900060204),1979-10-01,2023-05-07,40.43,-105.74,3271,Larimer,870
SNTL,ID,banner summit ,Canyon Creek (170501200202),1979-10-01,2023-05-07,44.3,-115.23,2146,Boise,312
SNTL,ID,bear basin ,Upper Goose Creek (170602100104),1979-10-01,2023-05-07,44.95,-116.14,1631,Adams,319
SNTL,ID,bear canyon ,Upper Star Hope Creek (170402180101),1979-10-01,2023-05-07,43.74,-113.94,2408,Custer,320
SNTL,ID,bear mountain ,Middle Lightning Creek (170102131202),1979-10-01,2023-05-07,48.31,-116.07,1646,Bonner,323
SNTL,ID,bear saddle ,Upper Mann Creek (170501241001),1979-10-01,2023-05-07,44.61,-116.98,1884,Washington,324
SNTL,ID,big creek summit ,Curtis Creek (170602080402),1979-10-01,2023-05-07,44.63,-115.8,1999,Valley,338
SNTL,ID,bostetter r.s. ,Upper Big Cottonwood Creek (170402120201),1979-10-01,2023-05-07,42.16,-114.19,2286,Cassia,359
SNTL,ID,crab creek ,Upper Camas Creek (170402140108),1979-10-01,2023-05-07,44.44,-111.99,2103,Clark,424
SNTL,ID,dollarhide summit ,Placer Creek-Warm Springs Creek (170402190201),1979-10-01,2023-05-07,43.6,-114.67,2566,Blaine,450
SNTL,ID,emigrant summit ,Williams Creek (160102020206),1979-10-01,2023-05-07,42.36,-111.56,2252,Bear Lake,471
SNTL,ID,galena ,Headwaters Big Wood River (170402190101),1979-10-01,2023-05-07,43.88,-114.67,2277,Blaine,489
SNTL,ID,garfield r.s. ,Upper Muldoon Creek (170402210301),1979-10-01,2023-05-07,43.61,-113.93,1999,Blaine,492
SNTL,ID,giveout ,Upper Montpelier Creek (160102010401),1979-10-01,2023-05-07,42.41,-111.17,2112,Bear Lake,493
SNTL,ID,hilts creek ,Upper Wet Creek (170402170401),1979-10-01,2023-05-07,44.02,-113.47,2438,Custer,524
SNTL,ID,hyndman ,Hyndman Creek (170402190402),1979-10-01,2023-05-07,43.71,-114.16,2323,Blaine,537
SNTL,ID,island park ,Split Creek (170402020601),1979-10-01,2023-05-07,44.42,-111.39,1917,Fremont,546
SNTL,ID,jackson peak ,Fivemile Creek-South Fork Payette River (170501200304),1979-10-01,2023-05-07,44.05,-115.44,2155,Boise,550
SNTL,ID,lost lake ,Lost Lake-Little North Fork Clearwater River (170603080101),1979-10-01,2023-05-07,47.08,-115.96,1862,Shoshone,600
SNTL,ID,lost-wood divide ,Trail Creek (170402190304),1979-10-01,2023-05-07,43.82,-114.26,2408,Blaine,601
SNTL,ID,magic mountain ,Headwaters Rock Creek (170402120601),1979-10-01,2023-05-07,42.18,-114.29,2097,Twin Falls,610
SNTL,ID,meadow lake ,Upper Texas Creek (170602040101),1979-10-01,2023-05-07,44.44,-113.32,2789,Lemhi,620
SNTL,ID,moonshine ,Upper Sawmill Creek (170402170201),1979-10-01,2023-05-07,44.41,-113.4,2268,Lemhi,636
SNTL,ID,moose creek ,Upper North Fork Salmon River (170602030601),1979-10-01,2023-05-07,45.67,-113.95,1890,Lemhi,638
SNTL,ID,morgan creek ,Headwaters Panther Creek (170602030901),1979-10-01,2023-05-07,44.84,-114.27,2316,Lemhi,639
SNTL,ID,mountain meadows ,Headwaters Meadow Creek (170603020301),1979-10-01,2023-05-07,45.7,-115.23,1926,Idaho,650
SNTL,ID,mud flat ,Upper Pole Creek (170501041401),1979-10-01,2023-05-07,42.6,-116.56,1747,Owyhee,654
SNTL,ID,oxford spring ,Lower Deep Creek (160102040206),1979-10-01,2023-05-07,42.26,-112.13,2054,Oneida,677
SNTL,ID,prairie ,Lower Smith Creek (170501131103),1979-10-01,2023-05-07,43.51,-115.57,1463,Elmore,704
SNTL,ID,puhi flat ,Granite Creek-Middle Fork Weiser River (170501240401),1979-10-01,2023-05-07,44.77,-116.25,1902,Adams,782
SNTL,ID,schweitzer basin ,Middle Fork East River-East River (170102150502),1979-10-01,2023-05-07,48.37,-116.64,1856,Bonner,738
SNTL,ID,secesh summit ,Headwaters North Fork Payette River (170501230101),1979-10-01,2023-05-07,45.19,-115.97,1993,Valley,740
SNTL,ID,sherwin ,West Fork St Maries River (170103040703),1979-10-01,2023-05-07,46.95,-116.34,975,Latah,752
SNTL,ID,stickney mill ,Summit Creek (170402180303),1979-10-01,2023-05-07,43.86,-114.21,2265,Custer,792
SNTL,ID,west branch ,Upper Weiser River (170501240201),1979-10-01,2023-05-07,45.07,-116.45,1695,Adams,855
SNTL,ID,white elephant ,Island Park Reservoir (170402020305),1979-10-01,2023-05-07,44.53,-111.41,2350,Fremont,860
SNTL,ID,wildhorse divide ,Mink Creek (170402080504),1979-10-01,2023-05-07,42.76,-112.48,1978,Bannock,867
SNTL,MT,kraft creek ,Kraft Creek (170102110104),1979-10-01,2023-05-07,47.43,-113.78,1448,Missoula,562
SNTL,NM,gallegos peak ,Headwaters Rio Grande de Rancho (130201010502),1979-10-01,2023-05-07,36.19,-105.56,2890,Taos,491
SNTL,NM,quemazon ,Los Alamos Canyon (130201011303),1979-10-01,2023-05-07,35.92,-106.39,2898,Los Alamos,708
SNTL,NM,senorita divide #2 ,Headwaters Rio de Las Vacas (130202020102),1979-10-01,2023-05-07,36,-106.83,2612,Rio Arriba,744
SNTL,NV,laurel draw ,Trail Creek (170501040202),1979-10-01,2023-05-07,41.78,-116.03,2037,Elko,573
SNTL,OR,beaver reservoir ,Upper Beaver Creek (170601040301),1979-10-01,2023-05-07,45.15,-118.22,1570,Union,331
SNTL,OR,big red mountain ,Upper Little Applegate River (171003090301),1979-10-01,2023-05-07,42.05,-122.85,1844,Jackson,341
SNTL,OR,bigelow camp ,Sturgis Fork Carberry Creek (171003090105),1979-10-01,2023-05-07,42.08,-123.34,1564,Josephine,343
SNTL,OR,blazed alder ,Clear Creek-Sandy River (170800010102),1979-10-01,2023-05-07,45.43,-121.86,1113,Clackamas,351
SNTL,OR,cascade summit ,Upper Salt Creek (170900010301),1979-10-01,2023-05-07,43.59,-122.06,1554,Deschutes,388
SNTL,OR,chemult alternate ,Deer Creek (180102010201),1979-10-01,2023-05-07,43.23,-121.81,1478,Klamath,395
SNTL,OR,clackamas lake ,Headwaters Oak Grove Fork Clackamas River (170900110301),1979-10-01,2023-05-07,45.1,-121.75,1036,Clackamas,398
SNTL,OR,clear lake ,Clear Creek (170703060901),1979-10-01,2023-05-07,45.19,-121.69,1161,Wasco,401
SNTL,OR,cold springs camp ,Upper Fourmile Creek (180102030202),1979-10-01,2023-05-07,42.53,-122.18,1811,Klamath,406
SNTL,OR,county line ,Middle Meadow Creek (170601040202),1979-10-01,2023-05-07,45.19,-118.55,1472,Umatilla,422
SNTL,OR,derr. ,Jackson Creek (170703040401),1979-10-01,2023-05-07,44.45,-119.93,1783,Wheeler,440
SNTL,OR,diamond lake ,Lake Creek (171003010204),1979-10-01,2023-05-07,43.19,-122.14,1609,Douglas,442
SNTL,OR,eilertson meadows ,Rock Creek (170502030404),1979-10-01,2023-05-07,44.87,-118.11,1679,Baker,464
SNTL,OR,emigrant springs ,Iskuulpa Creek (170701030501),1979-10-01,2023-05-07,45.56,-118.45,1158,Umatilla,470
SNTL,OR,fish lk. ,Upper North Fork Little Butte Creek (171003070801),1979-10-01,2023-05-07,42.38,-122.35,1420,Jackson,479
SNTL,OR,gold center ,Bull Run Creek (170702020202),1979-10-01,2023-05-07,44.76,-118.31,1649,Grant,494
SNTL,OR,holland meadows ,Layng Creek (170900020201),1979-10-01,2023-05-07,43.67,-122.57,1503,Lane,529
